Name,Address,Latitude,Longitude,Tel,Image_URL
씨사이드아덴,제주특별자치도 서귀포시 중문관광로 124,33.2484223,126.414164,(+82) 064-731-9888,"""https://api.cdn.visitjeju.net/photomng/imgpath/202002/04/31d1ec6e-d297-4531-842e-ca18d078d181.jpg"""
씨스테이 리틀해녀 블루,제주특별자치도 제주시 용마로4길 15,33.5154348,126.5066955,(+82) 070-8670-2588,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/17/22c18be7-fbeb-4692-bdcf-f89f44178e10.jpg"""
씨스테이호텔,제주특별자치도 제주시 애월읍 애월해안로 255,33.4675822,126.3389913,(+82) 0507-1343-7757,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5e23145d-a27c-43a0-af0c-c718726e526d.gif"""
씨앤하우스,제주특별자치도 제주시 조천읍 조천9길 10,33.5368665,126.6368047,(+82) 010-9322-9762,"""https://api.cdn.visitjeju.net/photomng/imgpath/202206/15/b91d5928-bc14-40f6-8627-9207d53231f1.jpg"""
씨제이 관광호텔,제주특별자치도 제주시 광양8길 24,33.4998048,126.5270835,(+82) 064-755-7413,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e92af37b-b4f7-444d-81d6-cf5ade05557d.gif"""
아델리아빌,제주특별자치도 제주시 내도9길 8-15,33.4937882,126.4442533,(+82) 064-742-3800,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4ccf1e0a-4df1-4cbe-8587-537087fe7a4f.jpg"""
아뜨네통나무펜션,제주특별자치도 제주시 애월읍 상하귀길 91,33.4756921,126.4163249,(+82) 010-2299-9514,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/05/f773b5d6-ae4d-434f-852d-157ca19f8d12.jpg"""
아띠랑스 풀앤스파 호텔,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,33.4775018,126.9090288,(+82) 064-900-5003,"""https://api.cdn.visitjeju.net/photomng/imgpath/202206/15/83ff72ca-81f0-4179-8c2a-c66c2110f5e1.jpg"""
아란치아,제주특별자치도 서귀포시 염돈로 65,33.254583,126.4919422,(+82) 0507-1430-1039,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/ba4f9dce-eb94-440e-8aa4-e4bfe0e0a0b5.jpg"""
아름다운펜션민박,제주특별자치도 제주시 추자면 영흥4길 62,33.9585608,126.2978611,(+82) 064-743-3835,"""https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/517ed3f0-3872-4007-8718-fe1cf9899848.jpg"""
아리스토캣펜션,제주특별자치도 제주시 서해안로 518,33.5198519,126.494429,(+82) 064-711-9780,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/541810ef-d4c0-43a2-a2ca-837ea8fa7c2a.jpg"""
아림민박,제주특별자치도 제주시 서해안로 456-8,33.5178998,126.4890637,(+82) 064-712-6969,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d36206c3-444b-4f6d-a401-2a98ab8008fd.jpg"""
아마빌레,제주특별자치도 제주시 애월읍 애월해안로 909,33.4847602,126.3925997,(+82) 064-743-6009,""""""
아모렉스리조트,제주특별자치도 제주시 서해안로 216,33.5074894,126.4702517,(+82) 064-711-0125,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9229ee3b-6b01-48bd-9d92-c1c0310d4599.jpg"""
아모르하우스 오션뷰펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,33.5290971,126.8463777,(+82) 010-4829-3729,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7bb02d1c-82ac-4a90-b7ed-02cc2871f194.jpg"""
아스타호텔,제주특별자치도 제주시 서사로 129,33.5008535,126.5202518,(+82) 064-710-1112,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5e0afb3b-6e1b-4ace-a94f-53aed9c758df.gif"""
아이랑 키즈풀빌라,제주특별자치도 제주시 애월읍 고내로7길 34,33.465627,126.3374942,(+82) 010-8757-4376,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bbe3caed-fb7a-4048-9a2e-73b97d5f145e.jpg"""
아이미 제주비치 호텔,제주특별자치도 제주시 조천읍 조함해안로 474,33.5433543,126.6635261,(+82) 064-780-0000,"""https://api.cdn.visitjeju.net/photomng/imgpath/202205/17/5509d448-c68d-41e8-9e64-8ec5ed29d1b7.jpg"""
아이존호텔,제주특별자치도 제주시 신광로4길 18,33.4890443,126.4882103,(+82) 064-747-9958,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fe445d71-0b56-4a65-9f3c-e33d1790bedf.gif"""
아일랜드펜션,제주특별자치도 서귀포시 성산읍 금백조로131번길 176,33.4311882,126.8443249,(+82) 010-3789-1645,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/94be3426-ca8d-4a56-b3cc-b61c7b154eb5.gif"""
아침의 새소리펜션,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,33.3113403,126.7225607,(+82) 064-764-0603,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/af2a0e68-cb60-40f0-92f3-6ef7cf8d76d9.jpg"""
아침의향기,제주특별자치도 서귀포시 색달중앙로 122,33.2656267,126.4143812,(+82) 064-738-4679,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e044ad4b-fc44-467f-9b38-78d63eefee17.jpg"""
아침해변,제주특별자치도 제주시 조천읍 조함해안로 76-9,33.5439906,126.6380773,(+82) 064-784-6564,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/246272ca-4ddd-4913-a1e7-43d851715f38.gif"""
아쿠아뷰티크,제주특별자치도 제주시 구좌읍 해맞이해안로 522,33.5290971,126.8463777,(+82) 070-4548-1014,"""https://api.cdn.visitjeju.net/photomng/imgpath/201912/13/6fe3ca2d-4aa3-49a8-b81c-9a73a166a0d7.jpg"""
아템파우제,제주특별자치도 제주시 한림읍 월림8길 21,33.3504366,126.2575813,(+82) 010-8314-2590,"""https://api.cdn.visitjeju.net/photomng/imgpath/201811/05/cef9eb56-0391-457e-b013-89e7db7d017d.jpg"""
아토하우스,제주특별자치도 서귀포시 남원읍 신흥앞동산로 84,33.3087137,126.7678186,(+82) 064-764-5279,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/09/2d289031-b7aa-4c38-9732-54c8ec5bd30b.jpg"""
아트모텔,제주특별자치도 제주시 신대로20길 48,33.4839227,126.4912212,(+82) 064-742-8840,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d76c262c-4460-4cc3-827d-da9282727ade.jpg"""
안녕김녕sea,제주특별자치도 제주시 구좌읍 구좌해안로 178,33.5592198,126.7313207,(+82) 010-8060-3114,"""https://api.cdn.visitjeju.net/photomng/imgpath/201809/04/9692be37-4df7-493b-a4cf-4cf5ddfd1d3c.jpg"""
안녕프로젝트 게스트하우스,제주특별자치도 제주시 구좌읍 동복로2길 12,33.552061,126.7123303,(+82) 010-3386-8848,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a17233a9-7539-494e-b566-62522640ce3b.jpg"""
안트레 펜션,제주특별자치도 제주시 한림읍 한림중앙로 154-7,33.4023234,126.2696368,(+82) 064-792-0078,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/758954ad-3401-4a3d-9a3a-fdb89f76ee92.jpg"""
알로하민박,제주특별자치도 제주시 한림읍 협재1길 24,33.3972522,126.2431798,(+82) 010-5174-5564,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/08fd3171-2040-439c-b156-9ae2c55639fd.jpg"""
알앤비타운,제주특별자치도 서귀포시 분토왓로174번길 45,33.2798242,126.5519187,(+82) 064-763-1131,"""https://api.cdn.visitjeju.net/photomng/imgpath/201907/10/0d6fc46a-a452-4ca2-a521-4a938b26de5c.jpg"""
애견동반 상추네,제주특별자치도 서귀포시 검은여로 81-3,33.2505357,126.5807475,(+82) 064-733-0402,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/f394a52f-b01e-4af2-bc5b-8d8245003255.jpg"""
애월하타,제주특별자치도 제주시 애월읍 곽지남3길 21-1,33.4450242,126.3114644,(+82) 0507-1391-3637,"""https://api.cdn.visitjeju.net/photomng/imgpath/202401/12/4fcfb660-1752-4eca-b718-d2cce973d5b2.jpg"""
애월해안누리펜션,제주특별자치도 제주시 애월읍 애월해안로 298,33.4704255,126.3416556,(+82) 064-799-1600,"""https://api.cdn.visitjeju.net/photomng/imgpath/201907/05/f3ec0c3a-01c2-4816-82ab-257ec278d21b.jpg"""
약천골민박,제주특별자치도 서귀포시 이어도로 303,33.2432776,126.451911,(+82) 064-739-9642,"""https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/214e141d-cc90-4e78-9dd7-96bb7200e4ad.jpg"""
언니게스트하우스,제주특별자치도 제주시 구좌읍 대수길 10-12,33.5364595,126.8393778,(+82) 010-8535-0466,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e7cd1641-3f8b-492b-9182-b7a4c0a2442a.jpg"""
언니네여인숙,제주특별자치도 제주시 구좌읍 종달논길 54,33.4923939,126.8995032,(+82) 010-4416-2312,"""https://api.cdn.visitjeju.net/photomng/imgpath/201810/15/6635e9ef-d6b2-4c49-b2b0-5f1e2f5a84cb.jpg"""
엄블랑펜션,제주특별자치도 서귀포시 안덕면 형제해안로132번길 15-24,33.2209851,126.2921314,(+82)  010-2692-2922,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ad6a7dea-780c-4b3c-996c-f9478f37d1fd.gif"""
에너벨리민박,제주특별자치도 제주시 한림읍 한림로 356,33.3948398,126.2417932,(+82) 010-4298-1788,"""https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/b2debe50-67f7-47be-b583-24ca38323b5a.jpg"""
에띠에리조트,제주특별자치도 서귀포시 이어도로 738,33.235307,126.4941154,(+82) 064-739-1700,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/86835cc0-36b3-423a-8ada-73920ff5cc26.jpg"""
에리두 Cafe n Beds,제주특별자치도 서귀포시 대포복개로 37,33.2417301,126.434536,(+82) 064-739-5867,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6e534f59-8853-4a34-8865-0d947496c1d1.jpg"""
에메랄드하우스,제주특별자치도 서귀포시 안덕면 신화역사로 545-66,33.3154941,126.348806,(+82) 0507-1377-0880,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/bcdd11e4-2532-469a-ab8b-81259bac37a1.jpg"""
에바다라이더하우스.공방,제주특별자치도 서귀포시 성산읍 고성중앙로 7-8,33.4469494,126.9043485,"(+82) 01038247331, 01086644013","""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2e1f396d-0719-4658-8702-00eeaae16e9e.png"""
에스호텔,제주특별자치도 제주시 오일장중길 26,33.4954164,126.4714525,(+82) 0507-1398-9926,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f0d0e8f1-e2a9-4e23-a71e-cf26a7c9c24a.gif"""
에이지하우스,제주특별자치도 서귀포시 표선면 돈오름로23번길 36-46,33.3355467,126.8062817,(+82) 064-787-7768,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6d1eecba-fabf-44cd-9e90-77785c043785.jpg"""
에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,33.4357006,126.2915662,(+82) 064-796-8333,"""https://api.cdn.visitjeju.net/photomng/imgpath/201809/27/5f6821de-d9b4-4840-88f6-b7fa91774732.jpg"""
에코하우스민박펜션,제주특별자치도 제주시 추자면 추자로 657,33.9497108,126.3293341,(+82) 010-2715-5979,"""https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/6acef8e7-282f-49e5-bb67-93c7154c5619.jpg"""
에쿠스모텔,제주특별자치도 서귀포시 안덕면 화순중앙로54번길 5,33.2471991,126.335322,(+82) 064-792-2341,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/05/2f9e2fb0-1e81-4c81-bff9-03c7eceb21fa.jpg"""
에퀴녹스 드 협재 펜션,제주특별자치도 제주시 한림읍 협재10길 4,33.39858,126.2466933,(+82) 0507-1438-0231,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/16/1399eac4-ae6c-4d32-8cfe-52ff06aed1d0.jpg"""
엔젤하우스 펜션,제주특별자치도 제주시 애월읍 신엄안3길 95,33.4724583,126.3577365,(+82) 010-3679-5869,"""https://api.cdn.visitjeju.net/photomng/imgpath/202004/29/611330f4-d92a-44ff-9cd3-b325ddc21895.jpg"""
엘린호텔,제주특별자치도 제주시 은남1길 4,33.4893252,126.4954352,(+82) 064-743-5600,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/793574c6-53c3-47e5-ac13-bb5786a2b71f.jpg"""
엘마르게스트하우스,제주특별자치도 서귀포시 표선면 표선당포로 17,33.3260553,126.8442297,(+82) 010-2911-6256,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0426209a-67e3-4bad-b8de-7c87fd3c62b9.jpg"""
엘쯔타운 독채펜션,제주특별자치도 제주시 애월읍 유수암평화길 136,33.4302343,126.406994,(+82) -747-9300,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/08/c94040fe-d1b1-436b-9637-1279affd222d.jpg"""
엠버하우스,제주특별자치도 제주시 애월읍 애월해안로 400,33.472292,126.351037,(+82) 064-799-6200,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/07/012c8ad9-8110-4036-86bd-b155483b7873.jpg"""
엠버호텔,제주특별자치도 제주시 삼무로 12 (연동),33.4897648,126.4878231,(+82) 064-745-7458,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f6269996-48da-4c0a-b29f-b8c6f22422f5.jpg"""
엠버호텔 센트럴,제주특별자치도 제주시 노연로 24,33.4858854,126.4826116,(+82) 064-747-0771,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/14b9648a-97ef-4bab-bed4-a0c01266d9d9.gif"""
여래게스트하우스,제주특별자치도 제주시 구좌읍 세화7길 31-2,33.5237192,126.8610005,(+82) 010-2778-4449,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fcef27c3-6ed3-4e3a-97fd-5d5b1984e2e5.jpg"""
여정여관,제주특별자치도 제주시 추자면 추자로 4-1,33.9626996,126.2978964,(+82) 064-742-8111,"""https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/fcca45e4-859c-4b56-83ac-926de03da399.jpg"""
여행스케치,제주특별자치도 서귀포시 일주서로 694,33.2555533,126.436023,(+82) 064-738-8250,"""https://api.cdn.visitjeju.net/photomng/imgpath/201912/16/0cde30d7-dcbd-4484-a96e-c6f661af9b45.jpg"""
연지민박,제주특별자치도 제주시 우도면 상우목길 26,33.5052904,126.9492932,(+82) 064-783-0031,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0a520f85-d150-4cb2-8e46-459cf1487631.jpg"""
예다움휴양펜션,제주특별자치도 제주시 백포북길 25,33.5028843,126.4588557,(+82) 064-711-3030,"""https://api.cdn.visitjeju.net/photomng/imgpath/201907/10/79722e70-8ad9-4f9c-9d4c-e42973cb7b6e.jpg"""
옛마을펜션,제주특별자치도 서귀포시 검은여로 80,33.2506728,126.5815681,(+82) 010-8663-4039,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/09/4200ba09-527e-44b0-8e95-f51eb89090f9.jpg"""
옛살라비펜션,제주특별자치도 제주시 애월읍 광령8길 47,33.4571353,126.4409107,(+82) 064-744-9066,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/71345544-b003-4b0b-8697-a058f10d7b2a.jpg"""
오랑제리펜션,제주특별자치도 서귀포시 법환상로2번길 58,33.2446434,126.5144519,(+82) 064-739-5872,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6b3076bc-27f4-4aef-bb24-d37cf3bb0bf9.jpg"""
오렌지트리 호텔,제주특별자치도 제주시 관덕로8길 7-12,33.5123131,126.5243383,(+82) 064-755-8688 (1899-4233),"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/604df286-3fd3-4c5d-aba9-93bd62a52c6c.jpg"""
오로라호텔,제주특별자치도 제주시 논세길 51,33.4894785,126.4421936,(+82) 064-749-1701,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/489c5be9-42d0-4a86-9d80-09cd204b504e.jpg"""
오롯 바이 에퀴녹스,제주특별자치도 제주시 한림읍 금능길 75,33.389015,126.230963,(+82) 0507-1387-0194,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/772a7eb3-4c94-471d-8444-075ccb9ecc31.jpg"""
오비두스 스테이,제주특별자치도 제주시 애월읍 신엄안3길 138,33.473165,126.3534722,(+82) 064-799-2900,"""https://api.cdn.visitjeju.net/photomng/imgpath/201912/16/644a90b8-64e3-40fa-8f4d-470fd116d430.jpg"""
오빌하우스,제주특별자치도 서귀포시 남원읍 공천포로11번길 15,33.2648175,126.6405288,(+82) 070-7722-0816,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f658ac35-132d-4481-9774-baeac3172f7b.jpg"""
오션갤러리호텔앤리조트,"제주특별자치도 서귀포시 성산읍 환해장성로 231 (신산리, 오션 갤러리 프리미어 빌라스 2단지)",33.3878039,126.8894445,(+82) 064-784-5434,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/15/84f3c536-b8a7-40e9-b24d-f83c116f2111.jpg"""
오션그랜드호텔,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425306,126.6651685,(+82) 064-783-0007,"""https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/aa3f187b-7f91-4fa1-bd69-a72c3656215e.jpg"""
오션스카이,제주특별자치도 제주시 구좌읍 덕행로 450-15,33.5129118,126.7787228,(+82) 010-5044-2626,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5327c975-66b5-4292-97ad-2caaabd5963a.jpg"""
오션트리,제주특별자치도 서귀포시 월드컵로 188,33.2329127,126.5054728,(+82) 064-739-1239,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dfb2a9b8-6bcc-4d7a-82a7-73197c011927.jpg"""
오션패밀리호텔,제주특별자치도 제주시 일주서로 7531,33.4952795,126.4510239,(+82) 0507-1383-3900,"""https://api.cdn.visitjeju.net/photomng/imgpath/202205/16/a726b020-70bd-4ab0-bec1-858dd4f526c7.jpg"""
오시록헌 AM,제주특별자치도 제주시 한림읍 금능6길 8,33.3878272,126.231918,(+82) 010-9168-4560,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d0ec86c6-8453-4379-bd74-5ea0e622de77.jpg"""
오조리비앤비,제주특별자치도 서귀포시 성산읍 오조로 42,33.4579364,126.9159506,(+82) 0507-1400-3882,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/10/31701a2f-9fa8-4d8d-a269-871a23cc9dba.jpg"""
오후여섯시펜션,제주특별자치도 제주시 애월읍 곽지9길 10,33.4521812,126.3076822,(+82) 010-3342-4940,"""https://api.cdn.visitjeju.net/photomng/imgpath/201904/03/649343ea-6346-4648-b100-d87e91d3d9c4.jpg"""
온더스톤펜션,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,33.4700329,126.9178447,(+82) 0507-1351-2128,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/9509ba11-3210-4cab-9ca0-b9eae90d7828.jpg"""
올레관광호텔,제주특별자치도 제주시 서광로 254,33.4995474,126.5236536,(+82) 064-723-2727,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7e83659f-86cb-47e6-975f-da7e17f3f9b7.jpg"""
올레스테이,제주특별자치도 서귀포시 중정로 22,33.2474128,126.5587087,(+82) 064-762-2167,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0b148d60-43ef-4ffd-b174-334a42b4ac85.jpg"""
올레요리조트,제주특별자치도 서귀포시 이어도로 720,33.2347541,126.4927849,(+82) 064-739-8558,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5ae0a9fa-212d-4311-8354-0d1d2daeeaa3.jpg"""
올레프로방스펜션,제주특별자치도 제주시 애월읍 광령평화2길 170-23,33.4297329,126.4342202,(+82) 010-4740-6774,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/05/f46c16e3-2a39-4365-a44e-3c894c5685b2.jpg"""
올레해오름펜션,제주특별자치도 제주시 애월읍 광령평화2길 142-19,33.4321898,126.4330288,(+82) 064-745-5544,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e7b87b47-488f-424f-a109-b2607dd49744.gif"""
올리수펜션,제주특별자치도 서귀포시 중문로5번길 16,33.253195,126.4218348,(+82) 064-738-0340,"""https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/0f29ab13-4add-4f80-bffe-d6ee0f2302ae.jpg"""
옵데가 바이 에퀴녹스,제주특별자치도 제주시 한림읍 협재10길 4,33.39858,126.2466933,(+82) 0507-1400-1747,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/2b602ad6-b770-4303-a91e-bff7f1c2a838.jpg"""
와락 게스트하우스,제주특별자치도 제주시 구좌읍 세평항로 45-4,33.5275523,126.8547803,(+82) 010-6347-9777,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/54a8279d-f5c2-4f70-88b3-cb16cfab2e07.jpg"""
용산제주유스호스텔,제주특별자치도 서귀포시 이어도로 297,33.2439591,126.4514333,(+82) 064-738-9502,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/27/39a7e79e-2d18-4ea1-a0cc-4b502abb0535.jpg"""
용수차경,제주특별자치도 제주시 한경면 용수2길 7 (용수리) 용수 2길 7,33.3223568,126.169603,(+82) 0507-1303-2362,"""https://api.cdn.visitjeju.net/photomng/imgpath/202304/06/f0cf8b5b-edae-44a4-b5da-3b991a447f1e.jpg"""
